Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-36-1580-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
BDH1	-0.22025	-0.4012	0.204	-1.6795	0.818	1.1605	0.0725	-0.2885	-0.582	0.369	-0.0194	1.18525	-0.5775	1.06025	0.1635	0.71175	-0.16	-0.6195	-0.8975	-0.7675	0.262	-0.1935	-0.4647	-1.5595	-0.2005	-0.8675	0.31525	-1.3755	-0.117	0.755	-1.4295	0.0095	-1.4095	-0.7445	-0.676	-0.0576	-0.60575	0.98525	-0.9125	-1.71975	-0.62475	-0.1795	0.0185	-0.7895	0.844	-0.239	0.492	0.7205	0.18225	-1.5495	-0.52825	-1.2375	0.94525	-0.3978	-0.402	0.0415	-0.6585	-0.6735	-1.5695	-1.2735	-0.1025	-0.15	-0.7665	0.04575	0.0255	-0.55825	-0.67675	-1.2275	-0.899	-0.1175	-2.02	-1.55	-0.50475	-2	-0.2295	-0.485	-0.60675	-1.21375	-0.8115	-1.72	-0.038	0.625	-1.3805	-1.26	0.0505	0.188	-1.9	0.3625	-1.17	-0.568	-0.4889	-0.68275	-1.0245	0.30775	-0.0645	-0.7055	1.51025	-0.28	0.3135	-0.3508	-0.492	-0.804	-0.978	-0.602	-0.903	-0.3701	-0.87375	1.0205	-0.1085	-0.2855	-1.39	-0.83375	-1.56025	-0.6405	-0.639	1.1605	0.3285	-1.01	-0.6975
DPYSL3	1.088825	0.30465	-0.396	-0.77735	-0.147	-0.11735	-0.46935	-0.38665	0.179	0.0515	0.791	0.254325	0.20665	-0.530975	-0.46735	-0.743175	-0.075	-1.09935	0.04265	-0.52235	0.667	-0.24915	-0.00535	-0.76935	-0.44435	0.65465	-0.936175	-0.25975	0.687	0.239	-0.04935	-0.30735	-0.24305	-0.64935	-0.46	-0.471	0.261825	-0.078675	0.16565	0.043775	-0.316525	0.10365	-0.34625	-0.51435	-1.06	-0.689	-1.54	-0.58535	-1.173675	-0.63635	-0.656175	-0.72035	-1.692175	-1.07535	-0.759	0.36665	0.31465	0.06465	0.37865	0.35165	-0.36875	-0.367	-0.09135	-0.333675	0.72765	-0.153175	0.654325	0.64965	0.678	0.16665	0.786	0.261	0.105525	0.265	0.07065	0.426	0.130725	0.516325	-0.11335	0.424	0.296	0.779	0.40965	0.792	0.06265	-1.92	0.23	-0.93335	-2.68	-0.28	-1.89235	-0.958675	-1.05735	-0.167125	-0.51435	-0.12335	-1.886175	-0.294	-0.95535	0.04065	-0.422	1.18	-0.652	0.383	0.14	-0.14735	0.293325	-1.00735	-0.04535	-0.38945	0.342	0.733325	1.013825	-0.30645	0.889	-0.76135	-0.45835	-1.42	-0.91935
CPT2	-0.308525	-0.59405	0.154	0.71395	0.781	0.48795	0.20595	-0.21905	0.678	-0.0353	-0.616	0.587975	-0.23405	-0.510025	0.53895	-0.523025	0.151	-0.12545	0.13195	0.33195	-0.127	-0.86205	0.18295	-0.00005	-0.27605	-0.00005	-0.490025	-0.27805	0.278	0.452	-0.51005	0.76895	0.41195	-0.50705	-0.104	0.127	-0.150525	0.210475	-0.77005	-0.889525	-0.120425	0.30095	-0.06295	-0.61605	0.00000481	0.369	0.318	0.33295	0.425475	-0.25105	-0.099875	0.02595	0.549475	0.83795	0.0317	0.36895	-0.07295	-0.44905	0.01195	-0.26205	-0.33505	-0.0187	0.23795	-0.175175	0.89795	-0.227075	-0.529525	-0.19245	-0.719	-0.30805	-0.48	-0.354	-0.677525	-0.299	-0.63505	0.0135	0.309975	0.119975	-0.09865	-0.596	-0.525	-0.49	-0.08985	-0.000328	-0.44505	0.373	-0.661	0.08495	0.117	-0.55	0.36395	-0.254525	-0.48605	-0.367525	-0.24505	-0.12845	0.729975	-0.4	0.56895	-1.36205	-0.195	-0.568	-0.673	-0.494	-0.409	-0.18505	-0.497025	1.16795	-0.43405	-0.45405	0.0789	-0.476525	-0.807025	-0.17035	-0.294	0.03995	0.51495	-0.647	0.87995
PTGR1	-0.1804175	-0.297135	-0.11	-0.142335	0.498	0.566865	-0.785135	-0.377135	-2.4	-0.104	0.57	0.2209325	0.130865	-0.3045675	-0.003135	0.0382825	0.318	0.365865	-0.421135	0.976865	-0.496	0.469865	0.124865	-0.299135	-0.830135	-0.377135	0.2739325	-0.362135	0.119	-0.232	-0.426135	-0.515135	-0.061635	0.003865	-0.546	0.271	-0.0131675	-0.3620675	-0.412135	-0.8680675	-0.6090675	0.237865	-0.173635	0.145865	-0.0239	-0.41	-0.751	0.411865	-0.2970675	-0.652135	-0.5400675	-0.490135	-0.4406825	-0.095835	-0.379	0.608865	0.003865	-1.027135	-0.428135	0.827865	-0.607135	-0.284	-0.388135	-1.7415675	-0.019135	-0.3480675	0.1002825	-0.045335	-0.125	-0.385135	-0.306	-0.374	-0.3410675	-0.763	0.236865	-0.00218	-0.0870675	-0.8425675	-0.514135	-0.681	0.423	-0.281	-0.129445	-0.997	-0.116825	1.61	-1.45	-0.154635	-0.0695	-0.568	-0.337135	0.5664325	-0.024335	-0.2365675	-0.213635	-0.912135	1.3484325	0.26	0.566865	0.135865	-1.02	0.456	-0.716	-0.181	-0.363	-0.623135	-0.0412225	0.015865	0.559865	-0.426135	1	0.0512325	-0.0305325	-0.801135	-0.436	0.108865	0.161865	-0.411	-0.726135
EIF2AK2	-0.33268	-0.40936	0.101	0.04574	-0.481	-0.08426	-0.22836	-0.36736	-0.586	-0.0255	-0.0411	0.08867	-0.21736	-0.19268	0.20364	0.00342	0.0156	-0.71036	-0.08256	-0.34936	0.254	0.23564	0.23564	0.02874	0.09064	-0.52736	-0.12438	0.38764	0.487	-0.486	0.55464	-0.01299	-0.13036	-0.14636	0.339	-0.0658	-0.024465	-0.37668	-0.72836	-0.18668	-0.06588	0.10864	0.36964	0.31064	0.0564	-0.567	0.623	0.30064	0.88782	0.34164	-0.11662	0.16264	-0.17593	0.29564	-0.0503	0.10964	-0.41436	0.06814	0.11664	0.13864	0.38764	-0.379	-0.40436	-0.48618	-0.68136	-0.02992	0.10277	0.06794	0.398	-0.44236	-0.00929	-0.105	-0.12218	0.36	0.04074	0.599	0.07732	0.17732	-0.57236	-0.48	0.477	-0.0042	-0.09806	-0.465	-0.31136	-0.436	-0.221	-0.03466	-0.242	-0.296	0.05664	-0.01813	-0.27236	0.45832	0.76364	0.30764	0.90532	0.0187	-0.08706	0.11764	0.472	0.0233	0.417	0.109	0.0914	-0.08236	0.19732	-0.48736	-0.21236	0.16864	0.0391	0.18037	-0.44318	-0.26436	-0.25	-0.15536	-0.01229	0.0737	-0.18136
STAT1	-0.001025	-0.44505	-0.378	0.44395	-0.268	-0.51405	-0.38005	-0.93905	-0.444	-0.378	-0.44	-0.34527	-0.66405	0.215475	0.19595	-0.807525	-0.0541	-0.87105	-0.63005	-0.68605	0.197	0.49595	0.56595	0.04695	-0.15105	-1.51105	-0.566525	0.28595	-0.869	-0.516	0.63195	-0.64205	0.02995	-0.15405	0.245	-0.479	0.334475	-0.403025	-0.33235	-0.709025	-0.158525	0.36295	0.49195	0.10295	0.423	0.286	0.772	0.05195	1.028475	0.29795	-0.081475	0.38995	-0.481975	0.57095	0.244	-0.35385	-0.59205	0.44995	0.09195	-0.13905	0.60095	0.433	-0.69005	-0.540525	-0.70405	-0.343475	0.512475	-0.86205	0.345	-0.32925	-0.116	0.00378	-0.705025	0.363	0.00395	0.232	0.185975	0.004075	-1.39105	0.000822	-0.824	-0.399	-0.62705	-0.124	-0.70105	-0.882	-0.638	-0.42205	-1.29	-0.989	-0.62605	-0.877525	-0.61505	0.699975	0.53195	-0.25475	0.652475	-0.971	-0.96605	-0.62605	1.7	-0.531	0.0697	-0.304	-0.364	-0.30065	0.380375	-1.70105	-0.36505	-0.73605	-0.131	0.090975	0.029975	-0.19465	-0.161	-0.01905	-0.68105	-0.504	-0.41505
PHGDH	0.61138325	-0.4292335	1.05	-0.1100335	-1.39	-0.8662335	-1.1702335	-0.4112335	-0.978	-0.277	-0.166	0.13463325	-1.0062335	-1.62611675	-0.4152335	-0.09211675	-0.113	-2.3642335	-0.5512335	-0.3092335	-0.508	-1.4142335	-0.5502335	-0.3292335	-0.8242335	0.3627665	0.57588325	-0.5082335	-0.243	-0.00929	0.4687665	-0.4452335	-1.2042335	0.3477665	-0.48	0.706	0.35788325	-0.78961675	-1.0012335	0.93238325	-0.45161675	-0.5652335	-0.3852335	0.1417665	-0.976	-0.636	-1.25	-0.1293335	0.27458325	-0.9682335	0.96388325	-1.3142335	-0.46511675	0.8857665	-0.273	0.9257665	-1.2342335	-1.9542335	-1.4742335	-0.3422335	-0.7322335	-1.28	1.5357665	-0.95011675	1.0557665	0.04688325	-0.55211675	-0.1619335	-0.0895	-0.2752335	-0.871	-0.0302	-0.03836675	-0.983	-0.7322335	0.38	-0.66611675	-1.93711675	-0.5662335	-0.0217	0.178	0.145	-0.2365335	-1.19	0.6187665	-0.594	-0.0398	0.3867665	0.503	0.659	-0.6162335	0.17438325	0.2677665	0.40888325	1.6257665	0.2157665	1.44788325	-0.0694	0.6057665	0.6697665	2.96	-0.141	0.0389	-1.39	-0.827	-0.5722335	-0.41511675	0.8957665	-1.2942335	0.2057665	-1	-0.23711675	-0.85961675	-0.0795335	-0.0287	0.6477665	-0.1859335	0.957	-0.4962335
CARHSP1	-0.3423525	-0.294705	0.846	0.155295	0.164	-0.443705	-0.379705	0.092095	-0.00446	-0.561	-0.0927	0.0677475	0.089395	-0.1928525	0.308295	0.0741475	-0.94	-0.286705	-0.117705	0.124295	-0.258	-0.388705	-0.252705	-0.555705	-0.250705	0.027355	0.1801475	-0.341705	-0.0219	0.114	-1.107705	0.436295	-0.019205	0.495295	-0.171	0.0403	0.3194475	-0.2643525	0.227295	-0.2461025	-0.5793525	0.420295	0.332295	0.117895	0.8	0.18	-0.35	1.162295	-0.4258525	0.043595	0.2076475	0.095895	-1.1523525	-0.477705	-0.166	0.775295	0.311295	0.124295	-0.229705	0.222295	-0.199705	-0.168	0.501295	-0.1289025	0.763295	0.0819425	-0.0993025	-0.111705	0.484	0.054595	0.128	-0.0064	-0.4703525	-0.23	-0.098705	0.192	0.6906475	-0.0655025	0.017235	-0.0241	0.238	0.186	-0.071905	0.826	0.040595	0.419	-0.32	-0.271705	-0.377	0.903	-0.916705	0.1867975	-0.199705	0.2839525	0.629295	-0.286705	0.2291475	-0.274	-0.515705	0.069895	0.0762	-0.484	-0.142	-0.283	-0.0279	-0.009105	-0.1578025	0.104295	0.555295	0.414295	0.284	0.0299475	0.3606475	-0.488705	0.764	0.087695	-0.545705	-0.416	0.335295
FUT8	-0.074575	-0.22805	0.361	-0.19265	-0.174	-0.70305	-0.77305	-0.60005	0.216	-0.431	0.972	0.262475	-0.33405	-0.182675	-0.97405	-0.344275	-0.0659	-1.44205	0.23195	-0.22175	-0.643	-0.00605	0.36495	-0.09965	-0.19175	-0.31805	0.876475	0.28695	-0.314	0.68	0.57895	0.66995	-0.36405	-0.02405	0.0926	-0.351	0.065475	-0.414525	-0.43905	-0.052725	0.242325	-0.52705	-0.77205	0.24895	0.483	1.07	-0.247	0.51395	-0.261025	0.54995	0.054475	-0.49805	-0.029325	-0.18815	-0.452	0.03595	-0.27205	-0.28305	-0.16705	-0.06025	-0.83505	0.197	0.13495	0.028975	-0.98705	-0.568025	0.081815	-0.53405	-0.16	0.07095	-0.197	0.264	-0.062575	-0.03	0.33795	-0.051	0.654975	-0.483025	-0.22975	-0.192	-0.447	-0.0726	-0.14825	0.378	0.06095	0.0885	-0.337	-0.63905	0.0694	-0.334	-0.35105	0.1224185	-0.21685	0.013675	-0.38005	0.10695	-0.049275	0.267	-1.25205	-0.19665	-0.343	0.456	-0.105	0.297	-0.481	0.06795	-0.782725	0.03295	0.32395	-0.28305	-0.632	-0.592525	-0.350925	0.65195	0.361	-1.02705	-0.59305	-0.473	-0.33805
KIAA1715	0.425425	0.03785	0.633	0.56085	0.609	0.27885	0.04185	0.28285	-0.361	-0.398	-0.248	-0.380575	-0.54915	0.060025	-0.09015	0.507925	-0.076	-0.69015	-0.50415	-0.07037	0.0273	0.00675	-0.27415	0.12385	-0.15525	-0.39115	-0.100475	-0.16165	-0.355	-0.0492	-0.33115	-0.35115	0.65385	0.53785	0.309	-0.257	-0.154975	0.490425	0.23185	0.116425	-0.104175	-0.08255	-0.09855	0.77885	0.123	-0.116	-0.118	-0.46115	-0.055525	0.08085	-0.210025	-0.39915	-0.370575	0.23685	0.211	0.29785	0.15185	0.08385	-0.27915	0.28485	0.23885	0.157	0.41885	-0.320075	0.82685	-0.264875	-0.344075	-0.05607	0.0137	-0.07695	0.114	0.422	-0.109235	-0.00102	0.62285	-0.00951	0.372425	-0.073275	0.46985	0.287	0.0131	0.165	0.33085	0.472	0.15885	-0.55	0.116	-0.68015	-0.0277	-0.321	-1.04415	-0.180675	-0.45315	-0.385575	-0.46715	-0.21515	-0.066225	0.21	-1.29415	0.52785	0.479	-0.0324	-0.108	0.298	0.466	-0.56915	-0.012525	0.36685	0.04185	-0.56015	0.365	0.030525	0.569925	-0.03575	-0.0313	-0.16325	-0.54315	-0.00234	-0.82515
GALM	0.7835775	0.117155	0.155	-0.435845	-0.241	-0.492845	0.122155	0.042855	-0.0538	-0.34	-0.0735	-0.0088025	0.233155	-0.2829225	-0.783845	-0.5749225	-0.122	-1.554845	1.055155	0.355155	-0.148	0.208155	-0.085645	0.081555	0.088455	0.002075	-0.2489225	0.126155	-0.396	-0.046	0.152155	0.960155	-0.286845	0.220155	0.373	0.158	-0.2419225	-0.0019525	0.297155	-0.4954225	0.0845775	0.393155	-0.402845	-0.283845	0.102	-0.29	0.859	0.110155	0.2510775	-0.111845	0.6480775	0.936155	-0.3094225	0.248155	-0.381	-0.827845	-0.381845	0.064055	0.126155	-0.298845	0.018355	-0.189	-0.303845	-0.0635225	-0.512845	-0.3993225	0.1239775	-0.006675	0.412	-0.104645	-0.251	-0.298	0.3440775	0.334	-0.022945	0.0132	-0.1904225	-0.1311225	-0.263845	-0.208	-0.302	-0.355	-0.414845	-0.169	-0.381845	0.298	-0.394	-0.047045	0.802	0.503	-0.191845	-0.2079225	0.949155	0.0928625	0.380155	0.449155	0.2540775	-0.0208	1.285155	0.308155	0.331	0.681	-0.0462	-0.0553	0.119	-0.094345	-0.1394225	-0.355845	0.559155	-0.457845	0.0363	0.0292275	-0.1044225	0.405155	-0.0966	0.166155	0.648155	-0.052	-0.111845
FABP5	-0.143365	0.24857	0.555	-0.00543	0.0619	-0.45543	-0.26643	-1.13943	-0.00991	-0.526	-0.362	0.162785	1.28657	-0.421715	0.19957	0.785285	-0.412	-0.01343	0.55357	-0.04403	-0.621	-0.30643	0.12357	0.04757	0.32857	-0.33043	-0.254765	0.08057	0.798	-0.304	-0.11353	-0.55343	-0.35743	-1.31343	-0.124	0.278	-0.156935	0.229785	-0.03843	-0.494715	-0.149215	-0.57443	-0.27543	0.30757	0.422	0.486	-0.279	0.87657	-0.568215	-0.30043	0.056005	-0.82943	0.238285	-0.30643	0.595	-0.12763	0.24857	-0.06593	-0.07453	-0.03943	-0.01743	0.528	0.80057	-0.315765	0.04357	0.434285	0.713785	-0.46743	0.33	-0.68543	0.269	-0.0921	-0.107215	-1.14	-0.37343	0.319	-0.456215	-0.579715	-0.13083	-0.133	-0.516	0.306	0.52457	0.117	0.45557	0.408	-0.166	-0.04773	1.16	0.179	-0.58443	-0.259715	-0.77143	0.079285	-0.42943	-0.35543	0.610285	-0.393	-1.67343	0.46857	0.043	-0.587	1.41	-1.4	0.38	0.59957	0.150385	-0.10913	-0.27943	0.21157	-0.355	-0.468215	0.429785	-0.79143	0.195	-0.07743	-0.50443	0.735	-0.68943
S100A6	-1.511025	-0.17705	-2.02	0.14295	1.38	0.18195	-1.23605	0.48695	-0.918	2.04	0.00855	1.031475	0.31095	1.663475	-0.09505	1.343475	-1.28	0.56695	-0.32305	0.91695	-0.125	1.64695	-0.09805	0.61695	0.27595	-1.42105	0.352975	-0.42705	-1.32	-1.91	-2.05305	-0.73905	-1.17405	0.84695	-0.739	-0.433	-0.940025	0.044475	1.78695	0.148475	-0.772025	-0.02905	-0.40405	-0.12605	0.1	-0.22	-3.06	-0.17205	-1.646525	-0.62645	-1.457525	-1.26305	-1.459525	-1.41105	-0.16	-0.79305	0.05095	1.05695	-0.87905	-0.56864	-0.72205	-0.74	0.49695	3.748475	-0.51595	0.521975	-0.884025	-0.07205	-2.93	0.01295	-0.124	0.162	-0.54623	0.898	0.02595	-0.921	-0.241525	-0.602675	1.23695	-0.858	-1.01	0.0368	-0.38905	-0.422	-0.86605	-0.641	-2.61	-1.35305	-2.3	-2.68	-0.71705	-2.526525	-0.89105	-1.852025	-3.16305	-2.17305	-2.396525	-1.77	-1.90305	-0.42705	-2.31	-1.24	-0.678	0.375	0.11	-1.10305	1.594975	-1.69305	-1.28105	-2.64305	-0.878	-0.329525	-0.991075	-1.81305	-0.648	-2.05305	0.00895	-0.657	0.94695
TJP2	0.074525	-0.29835	0.0933	-0.43435	0.388	-0.64035	-0.45535	-0.32535	-0.216	-0.28	0.0513	0.410325	-0.33035	-0.079075	0.41165	0.409325	-0.384	-0.24975	-0.18025	0.16865	-0.225	0.30765	-0.28335	-0.1589	-0.37235	-0.29335	0.489825	0.25065	1.26	-0.127	-0.31435	-0.21785	0.76065	0.52265	-0.151	-0.0593	-0.279825	-0.382175	-0.19935	0.606825	-0.213225	0.16265	-0.58235	0.27465	0.245	0.376	-0.213	-0.28035	0.645825	-0.05535	-0.061375	-0.23475	-0.347175	-0.66835	0.183	0.07065	-0.49535	-0.46035	-0.34035	-0.05635	-0.42635	-0.189	-0.30735	-0.286175	0.27565	0.116825	-0.171475	-0.23185	-0.415	-0.57435	-0.108	-0.163	-0.319125	0.503	-0.00135	-0.395	0.138825	-0.338175	-0.27635	-0.585	-0.474	-0.859	-0.07805	0.385	-0.30435	0.0876	0.0739	-0.50235	-0.484	-0.387	-0.11325	0.532825	-0.07135	-0.556175	0.12865	0.20465	0.009325	-0.36	0.12065	-0.30535	-0.109	0.258	-0.387	-0.194	0.413	-0.69235	-0.024725	-0.49335	-0.17725	-0.04935	0.244	-0.084675	-0.664375	0.21165	-0.0432	0.10165	0.07065	-0.385	0.37765
GARS	-0.342925	-0.82485	0.299	-0.39685	-0.324	-0.20485	-0.59085	-0.13315	-0.227	0.626	-0.473	-0.104925	-0.61085	-0.029125	-0.84185	-0.214925	0.433	0.25215	-0.35185	-0.26285	-0.147	-0.86685	-0.28185	0.30915	-0.08315	0.40315	-0.577425	-0.01305	0.107	-0.412	-0.76585	-0.10345	-0.37985	-0.14675	-0.241	0.218	-0.134375	-0.487925	-0.62485	0.194075	0.062575	-0.00095	-0.14035	-0.31285	-0.0581	-0.476	-0.0683	-0.42285	0.336075	-0.19485	-0.044775	-0.34685	0.108205	0.20915	0.194	0.56215	0.01585	-0.12765	-0.21385	-0.09125	0.24415	-0.173	0.60615	0.525075	0.02125	-0.018925	0.027825	0.08715	-0.129	0.00785	0.245	0.319	0.027225	0.155	-0.54685	-0.101	0.044575	0.837575	-0.01035	0.296	-0.0056	0.117	0.23215	0.274	-0.12635	-0.382	-0.0838	0.34115	0.16	-0.307	0.01745	0.039575	0.30015	-0.089575	-0.27485	-0.01135	0.389575	-0.212	0.08715	-0.11185	0.0395	-0.211	0.469	0.457	-0.0641	-0.27285	-0.170025	0.07115	-0.68285	0.07815	-0.422	-0.052125	0.533075	0.08015	0.313	-0.29885	-0.30985	0.0493	0.03715
IQGAP1	0.273075	-0.27685	-0.128	-0.01115	0.253	-0.20285	-0.27985	-0.37385	-0.438	0.132	0.134	0.604575	0.10595	0.080449	0.16815	0.345575	-0.358	-0.11585	0.10385	0.09145	-0.153	0.018402	-0.23985	-0.17785	-0.64985	0.14315	0.483075	-0.37185	-0.544	0.309	-0.11485	0.16215	0.52815	0.70715	0.631	-0.199	-0.612425	-0.712425	0.63715	-0.080125	-0.055925	0.19815	-0.14585	0.66815	0.311	0.328	-0.302	0.09565	-0.256425	0.16815	-0.050975	0.28115	0.123425	-0.31785	-0.0666	0.07075	0.05315	0.10395	-0.13885	0.32415	0.19415	-0.406	-0.15985	0.096325	-0.24485	-0.332925	-0.102975	0.17415	-0.186	0.05375	-0.14	-0.184	-0.058825	0.313	0.55015	0.383	-0.197425	0.616575	0.25515	-0.151	-0.274	0.185	0.56115	0.0549	-0.34985	-0.674	-0.401	-0.52285	-0.614	-1.15	-0.29985	-0.593425	-0.27585	-0.923925	0.09285	-0.22985	-0.423925	-0.698	-0.05795	-0.60785	-0.488	-0.325	-0.228	-0.0191	-0.0938	-0.67585	0.057925	-0.49485	-0.21685	-0.17685	-0.423	0.093975	0.343575	-0.34385	0.0227	-0.53385	0.06445	-0.434	0.64315
TYMP	0.4835	-0.662	-0.612	-0.299	0.0691	0.067	-0.146	-0.75	-0.296	-0.565	-0.405	0.047	-0.657	1.348	-0.707	-0.78	-0.17	-0.4996	-1.244	-0.839	-0.021	-0.035	-0.375	-0.5575	-1.271	-1.138	-1.1145	-0.159	-0.0529	-0.869	-0.817	-0.671	-0.733	-0.5615	0.494	-0.157	-0.5825	-0.59225	-0.5215	-1.337	0.531	0.676	-0.076	0.262	0.201	0.172	0.921	0.04	0.4635	0.124	-0.0335	0.321	-0.569	-0.789	0.934	-0.4695	-0.325	0.566	-0.238	-0.384	0.083	0.791	-0.47731	-0.4535	-0.49069	0.1415	0.781	-0.379	1.12	0.016	0.141	0.129	-0.754	0.382	-0.4287	0.579	0.5105	0.3885	-0.876	0.839	-0.792	-0.0234	-0.22	-0.167	-0.802	-1.52	-1.92	-0.734	-1.62	-2.88	-0.795	-1.402	-0.917	-0.5125	-0.5133	-1.302	-1.537	-1.31	-0.4331	-1.844	0.345	-0.775	-0.355	0.273	-0.856	-1.13	0.791	-1.584	-0.771	-0.947	-0.658	-0.443	0.903	-0.089	-0.0608	-0.94	-0.655	-1.32	-0.041
PML	0.06315	0.1139	-0.621	-0.2631	-0.182	0.0802	0.3019	-0.6501	-0.616	0.331	1.16	1.00395	0.1089	0.09515	-0.5811	0.52395	-0.0326	-0.6741	-0.3721	0.2289	0.377	-0.5371	0.1819	-0.2561	0.7909	-0.5031	0.04795	0.052	-0.944	-0.645	0.4599	0.0241	0.2859	0.3529	0.37	-0.0574	0.1821	-0.59155	0.5119	-1.54905	0.18495	0.5529	-0.0252	-0.5091	-0.496	-0.53	-0.0825	0.5349	0.50145	-0.2351	-0.17505	-0.0251	-0.12655	-0.3681	-0.206	-0.2721	-0.0692	-0.0484	0.0055	0.0979	-0.0523	-0.0752	-0.2641	-0.0124	-0.3491	-0.29755	0.10475	0.1609	0.347	0.2189	0.0562	-0.119	0.51495	1.01	-0.0061	0.23	0.00905	0.36045	-0.1671	0.0158	-0.048	-0.0151	-0.0705	-0.0943	-0.3541	-1.26	-0.525	-0.2801	-0.851	-0.875	1.3919	-0.72805	-0.6621	-0.41855	0.0525	-0.1421	0.18495	-0.854	-0.0518	0.1729	-0.236	0.381	-0.949	-0.021	0.146	-0.2701	0.35495	-0.5651	-0.5871	-0.6051	-0.586	0.00645	0.31995	-0.1421	0.381	-0.4951	0.1209	-0.521	0.4569
AFAP1L2	1.148275	0.66955	-0.112	-0.70645	-0.526	-0.63345	-0.66145	-0.69545	1.2	0.0654	0.306	-0.375225	0.62155	-0.575425	-0.66645	-0.015825	-0.0236	0.05055	-0.49145	-0.57845	-0.421	0.06355	-0.39745	-0.27012	-0.11745	-0.24585	0.201775	-0.44145	-0.586	0.157	1.29655	-0.44345	-0.85645	-0.60945	-0.383	-0.169	-0.478725	-0.553225	-0.29225	0.968275	-0.716225	-0.61345	-0.36945	0.18155	0.0975	1.71	-0.689	-0.53145	-0.736225	-1.23745	-0.105575	-0.50945	0.510275	-0.17485	0.438	-0.32765	-0.30775	-0.25488	-0.31065	-0.18535	1.67655	-0.249	-0.32935	-0.285425	-0.00545	0.000275	0.163775	0.09655	-0.747	0.39655	-0.186	0.105	-0.117375	-0.767	-0.25859	-0.28	0.180775	-0.097725	-0.22335	0.17	-0.208	-0.725	-0.19005	0.55	-0.48545	0.103	0.256	0.00055	-1.1	0.163	0.34855	0.300775	-0.30485	-0.437975	-1.49345	-0.76545	1.113775	-0.171	-0.24205	0.31855	-0.424	-0.356	-0.451	0.314	-0.318	0.15855	0.786275	-0.33985	-0.30125	-0.39645	-0.22	0.081275	-0.123725	0.10555	-0.709	-0.67545	-0.43645	0.289	-0.57745
